CDS_CODE	COUNTY	DISTRICT	SCHOOL	HISPANIC	AM_IND	ASIAN	PAC_ISLD	FILIPINO	AFRICAN_AM	WHITE	TWO_MORE_RACES	NOT_REPORTED	TOTAL	YEAR
37684520126300	San Diego	Vista Unified	Vista Visions Academy	0	0	0	0	0	0	2	0	0	2	1617
37684523730728	San Diego	Vista Unified	Rancho Buena Vista High	99	1	12	2	6	6	85	16	0	227	1617
37684523730942	San Diego	Vista Unified	Guajome Park Academy Charter	40	0	1	0	4	0	21	6	0	72	1617
37684523732039	San Diego	Vista Unified	Alta Vista High (Continuation)	0	0	0	0	0	0	0	0	0	0	1617
37684523738705	San Diego	Vista Unified	Vista High	112	0	5	3	7	6	67	5	0	205	1617
37735510127423	San Diego	Carlsbad Unified	Sage Creek High	39	3	16	1	2	4	123	18	0	206	1617
37735513730017	San Diego	Carlsbad Unified	Carlsbad Village Academy	0	0	0	0	0	0	0	0	0	0	1617
37735513730694	San Diego	Carlsbad Unified	Carlsbad High	79	3	24	2	4	8	227	31	0	378	1617
37735513731163	San Diego	Carlsbad Unified	Carlsbad Seaside Academy	2	0	0	1	0	0	5	0	0	8	1617
37735690000001	San Diego	Oceanside Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1617
37735693731221	San Diego	Oceanside Unified	Pacific View Charter	1	0	0	0	0	0	0	0	0	1	1617
37735693735206	San Diego	Oceanside Unified	Oceanside High	94	3	2	10	6	15	50	1	1	182	1617
37735693739018	San Diego	Oceanside Unified	El Camino High	141	1	16	6	34	19	103	8	2	330	1617
37735693739026	San Diego	Oceanside Unified	Ocean Shores High (Continuation)	0	0	0	0	0	0	0	0	0	0	1617
37737910105726	San Diego	San Marcos Unified	Mission Hills High	182	0	27	3	23	11	141	0	0	387	1617
37737910109785	San Diego	San Marcos Unified	Bayshore Preparatory Charter	1	0	0	0	0	0	4	0	0	5	1617
37737913730215	San Diego	San Marcos Unified	Twin Oaks High	0	0	0	0	0	0	0	0	0	0	1617
37737913730793	San Diego	San Marcos Unified	Foothills High	0	0	0	0	0	0	1	0	0	1	1617
37737913737632	San Diego	San Marcos Unified	San Marcos High	139	0	32	5	15	13	263	0	0	467	1617
37754160132472	San Diego	Warner Unified	California Pacific Charter - San Diego	0	0	0	0	0	0	0	0	0	0	1617
37754163730975	San Diego	Warner Unified	Warner Junior/Senior High	6	2	0	0	0	1	5	1	0	15	1617
37754166119275	San Diego	Warner Unified	All Tribes Charter	0	8	0	0	0	0	1	0	0	9	1617
37756143731114	San Diego	Valley Center-Pauma Unified	Valley Center High	42	6	3	1	1	0	65	0	0	118	1617
37756143731312	San Diego	Valley Center-Pauma Unified	Oak Glen High	0	0	0	0	0	0	0	0	0	0	1617
37756143731601	San Diego	Valley Center-Pauma Unified	Valley Center Prep	0	0	0	0	0	0	0	0	0	0	1617
37764710114678	San Diego	SBC - High Tech High	High Tech High Chula Vista	112	2	2	0	13	5	16	3	0	153	1617
37764710114694	San Diego	SBC - High Tech High	High Tech High North County	36	4	5	0	3	2	46	10	0	106	1617
37768510129320	San Diego	Bonsall Unified	Bonsall High	0	0	0	0	0	0	1	0	0	1	1617
37768510132886	San Diego	Bonsall Unified	Pathways Academy Charter	0	0	0	0	0	0	0	0	0	0	1617
37770320134577	San Diego	SBE - Audeo Charter II	Audeo Charter II	0	0	0	0	0	0	0	0	0	0	1617
37770990136077	San Diego	SBE - Grossmont Secondary	Grossmont Secondary	0	0	0	0	0	0	0	0	0	0	1617
38103893830361	San Francisco	San Francisco County Office of Education	S.F. County Court Woodside Learning Ctr	0	0	0	0	0	0	0	0	0	0	1617
38103893830395	San Francisco	San Francisco County Office of Education	S.F. County Opportunity (Hilltop)	0	0	0	0	0	0	0	0	0	0	1617
38103893830445	San Francisco	San Francisco County Office of Education	S.F. County Civic Center Secondary	0	0	0	0	0	0	0	0	0	0	1617
38684780101774	San Francisco	San Francisco Unified	Five Keys Charter (SF Sheriff's)	0	0	0	0	0	1	0	0	0	1	1617
38684780102103	San Francisco	San Francisco Unified	Jordan (June) School for Equity	14	0	0	1	5	2	1	1	1	25	1617
38684780107300	San Francisco	San Francisco Unified	City Arts and Tech High	40	0	0	2	4	18	2	1	0	67	1617
38684780118133	San Francisco	San Francisco Unified	Five Keys Adult School (SF Sheriff's)	0	0	0	0	0	0	0	0	0	0	1617
38684780118141	San Francisco	San Francisco Unified	Five Keys Independence HS (SF Sheriff's)	0	0	0	0	0	0	1	0	0	1	1617
38684780119875	San Francisco	San Francisco Unified	S.F. International High	0	0	0	0	0	0	0	0	0	0	1617
38684780119958	San Francisco	San Francisco Unified	Academy (The)- SF @McAteer	8	1	7	0	2	4	4	1	2	29	1617
38684780127530	San Francisco	San Francisco Unified	KIPP San Francisco College Preparatory	49	0	5	2	2	20	2	0	0	80	1617
38684783830031	San Francisco	San Francisco Unified	Wells (Ida B.) High	0	0	0	0	0	0	0	0	0	0	1617
38684783830064	San Francisco	San Francisco Unified	Downtown High	0	0	0	0	0	0	0	0	0	0	1617
38684783830197	San Francisco	San Francisco Unified	Independence High	5	1	1	0	0	1	5	1	1	15	1617
38684783830205	San Francisco	San Francisco Unified	Wallenberg (Raoul) Traditional High	12	2	46	0	7	8	13	1	3	92	1617
38684783830254	San Francisco	San Francisco Unified	Burton (Phillip and Sala) Academic High	20	0	67	2	29	7	3	3	5	136	1617
38684783830288	San Francisco	San Francisco Unified	Balboa High	21	0	108	1	15	0	9	0	11	165	1617
38684783830387	San Francisco	San Francisco Unified	Asawa (Ruth) SF Sch of the Arts, A Public School	7	0	13	0	4	4	55	3	4	90	1617
38684783830403	San Francisco	San Francisco Unified	Marshall (Thurgood) High	7	0	7	0	0	1	0	0	1	16	1617
38684783830411	San Francisco	San Francisco Unified	Leadership High	27	0	1	0	5	5	1	4	0	43	1617
38684783830429	San Francisco	San Francisco Unified	Life Learning Academy Charter	0	0	0	0	0	0	0	0	0	0	1617
38684783830437	San Francisco	San Francisco Unified	Gateway High	20	0	13	0	2	11	28	9	1	84	1617
38684783831765	San Francisco	San Francisco Unified	Galileo High	19	0	187	2	11	5	5	2	9	240	1617
38684783833241	San Francisco	San Francisco Unified	Lincoln (Abraham) High	32	3	183	3	16	7	21	4	14	283	1617
38684783833407	San Francisco	San Francisco Unified	Lowell High	44	3	346	4	48	14	98	13	38	608	1617
38684783834082	San Francisco	San Francisco Unified	Mission High	50	1	12	0	3	17	13	1	6	103	1617
38684783834769	San Francisco	San Francisco Unified	O'Connell (John) High	6	0	2	1	4	1	4	0	0	18	1617
38684783839081	San Francisco	San Francisco Unified	Washington (George) High	15	1	209	2	16	9	19	3	15	289	1617
39103970120717	San Joaquin	San Joaquin County Office of Education	one.Charter	0	0	0	0	0	0	0	0	0	0	1617
39103970121723	San Joaquin	San Joaquin County Office of Education	San Joaquin Building Futures Academy	0	0	0	0	0	0	0	0	0	0	1617
39103973930195	San Joaquin	San Joaquin County Office of Education	John F. Cruikshank, Jr.	0	0	0	0	0	0	0	0	0	0	1617
39103973930468	San Joaquin	San Joaquin County Office of Education	San Joaquin County Community	0	0	0	0	0	0	0	0	0	0	1617
39103973930476	San Joaquin	San Joaquin County Office of Education	Venture Academy	22	0	1	1	2	0	4	4	0	34	1617
39685020126011	San Joaquin	Escalon Unified	Escalon Charter Academy	0	0	0	0	0	0	0	0	0	0	1617
39685023930054	San Joaquin	Escalon Unified	Vista High (Continuation)	0	0	0	0	0	0	0	0	0	0	1617
39685023932308	San Joaquin	Escalon Unified	Escalon High	20	0	1	0	2	1	36	0	1	61	1617
39685690000001	San Joaquin	Lincoln Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1617
39685693933793	San Joaquin	Lincoln Unified	Village Oaks High	0	0	0	0	0	0	0	0	0	0	1617
39685693933801	San Joaquin	Lincoln Unified	Lincoln High	99	2	41	7	20	12	92	5	0	278	1617
39685770000001	San Joaquin	Linden Unified	Nonpublic, Nonsectarian Schools	1	0	0	0	0	0	0	0	0	1	1617
39685770118307	San Joaquin	Linden Unified	Pride Continuation	0	0	0	0	0	0	0	0	0	0	1617
39685773933959	San Joaquin	Linden Unified	Linden High	13	0	3	0	3	0	23	1	0	43	1617
39685850101956	San Joaquin	Lodi Unified	Aspire Benjamin Holt College Preparatory Academy	34	0	25	0	2	3	19	3	0	86	1617
39685850108225	San Joaquin	Lodi Unified	Ronald E. McNair High	32	0	75	1	12	3	1	0	0	124	1617
39685850122580	San Joaquin	Lodi Unified	Rio Valley Charter	0	0	0	0	0	0	0	0	0	0	1617
39685853930237	San Joaquin	Lodi Unified	Bear Creek High	26	2	33	4	27	3	16	3	2	116	1617
39685853930278	San Joaquin	Lodi Unified	Plaza Robles Continuation High	0	0	0	0	0	0	0	0	0	0	1617
39685853930344	San Joaquin	Lodi Unified	Independence	0	0	1	0	0	0	0	0	0	1	1617
39685853930443	San Joaquin	Lodi Unified	Middle College High	23	0	23	0	11	2	2	0	3	64	1617
39685853934759	San Joaquin	Lodi Unified	Tokay High	37	0	16	1	6	1	40	0	1	102	1617
39685853934767	San Joaquin	Lodi Unified	Liberty High	0	0	0	0	0	0	0	0	0	0	1617
39685853934783	San Joaquin	Lodi Unified	Lodi High	29	0	2	0	2	0	69	0	0	102	1617
39685930101576	San Joaquin	Manteca Unified	Weston Ranch High	41	0	23	0	22	15	4	0	0	105	1617
39685930112565	San Joaquin	Manteca Unified	New Vision High	0	0	0	0	0	0	0	0	0	0	1617
39685930116376	San Joaquin	Manteca Unified	Lathrop High	42	0	19	0	24	8	17	3	0	113	1617
39685930126094	San Joaquin	Manteca Unified	be.tech	0	0	0	0	0	0	0	0	0	0	1617
39685933930310	San Joaquin	Manteca Unified	Sierra High	64	2	9	2	13	3	29	2	0	124	1617
39685933932001	San Joaquin	Manteca Unified	East Union High	64	1	7	2	6	4	43	2	0	129	1617
39685933935103	San Joaquin	Manteca Unified	Manteca High	66	0	19	2	10	3	32	3	0	135	1617
39685933935111	San Joaquin	Manteca Unified	Calla High	0	0	0	0	0	0	0	0	0	0	1617
39686270126755	San Joaquin	New Jerusalem Elementary	Humphreys College Academy of Business, Law and Edu	7	0	1	0	0	3	3	0	0	14	1617
39686270127191	San Joaquin	New Jerusalem Elementary	California Virtual Academy @ San Joaquin	0	0	0	0	0	0	0	0	0	0	1617
39686270129908	San Joaquin	New Jerusalem Elementary	Delta Keys Charter	0	0	0	0	0	0	0	0	0	0	1617
39686270129916	San Joaquin	New Jerusalem Elementary	Valley View Charter Prep	0	0	0	0	0	0	0	0	0	0	1617
39686270130864	San Joaquin	New Jerusalem Elementary	Delta Charter Online	0	0	0	0	0	0	0	0	0	0	1617
39686270132365	San Joaquin	New Jerusalem Elementary	Delta Launch Charter	0	0	0	0	0	0	0	0	0	0	1617
39686270133116	San Joaquin	New Jerusalem Elementary	Insight @ San Joaquin	0	0	0	0	0	0	0	0	0	0	1617
39686276119309	San Joaquin	New Jerusalem Elementary	Delta Charter	5	0	0	0	0	1	4	1	0	11	1617
39686500125849	San Joaquin	Ripon Unified	California Connections Academy @ Ripon	1	0	4	0	0	1	5	5	0	16	1617
39686500128215	San Joaquin	Ripon Unified	Harvest High	0	0	0	0	0	0	0	0	0	0	1617
39686503935756	San Joaquin	Ripon Unified	Ripon High	24	0	2	0	3	1	58	2	0	90	1617
39686760000001	San Joaquin	Stockton Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1617
39686760108159	San Joaquin	Stockton Unified	Cesar Chavez High	89	4	44	2	19	21	7	3	0	189	1617
39686760115402	San Joaquin	Stockton Unified	Edward C. Merlo Institute of Environmental Studies	15	0	0	0	0	0	1	0	0	16	1617
39686760118497	San Joaquin	Stockton Unified	Aspire Langston Hughes Academy	40	0	5	0	0	15	6	0	0	66	1617
39686760119743	San Joaquin	Stockton Unified	Stockton Unified Early College Academy	22	1	32	0	19	0	1	1	0	76	1617
39686760119784	San Joaquin	Stockton Unified	Stockton High	0	0	0	0	0	0	0	0	0	0	1617
39686760120733	San Joaquin	Stockton Unified	Stockton Collegiate International Secondary	24	0	3	0	3	3	4	0	0	37	1617
39686760123802	San Joaquin	Stockton Unified	Health Careers Academy	46	1	9	1	6	3	3	0	0	69	1617
39686760124248	San Joaquin	Stockton Unified	Pacific Law Academy	15	0	1	0	0	1	0	4	0	21	1617
39686763930211	San Joaquin	Stockton Unified	Jane Frederick High	1	0	0	0	0	0	0	0	0	1	1617
39686763930427	San Joaquin	Stockton Unified	Weber Institute	28	0	2	0	3	0	1	0	0	34	1617
39686763932100	San Joaquin	Stockton Unified	Edison High	79	6	19	0	36	16	3	1	0	160	1617
39686763932654	San Joaquin	Stockton Unified	Franklin High	84	1	10	0	4	6	4	0	0	109	1617
39686763937406	San Joaquin	Stockton Unified	Stagg Senior High	35	1	4	0	4	5	13	2	0	64	1617
39686766104368	San Joaquin	Stockton Unified	District Special Education	0	0	0	0	0	0	0	0	0	0	1617
39754990102392	San Joaquin	Tracy Joint Unified	Millennium Charter	23	1	5	0	3	3	30	4	0	69	1617
39754990114140	San Joaquin	Tracy Joint Unified	George and Evelyn Stein Continuation	0	0	0	0	0	0	0	0	0	0	1617
39754990119040	San Joaquin	Tracy Joint Unified	John C. Kimball High	16	0	24	1	23	8	31	5	0	108	1617
39754993930302	San Joaquin	Tracy Joint Unified	Merrill F. West High	48	0	33	1	17	9	27	10	0	145	1617
39754993938008	San Joaquin	Tracy Joint Unified	Tracy High	62	0	29	0	21	14	89	3	0	218	1617
39767600128967	San Joaquin	Lammersville Joint Unified	Mountain House High	14	0	29	0	22	10	14	2	4	95	1617
40104050101725	San Luis Obispo	San Luis Obispo County Office of Education	Grizzly ChalleNGe Charter	0	0	0	0	0	0	0	0	0	0	1617
40104054030078	San Luis Obispo	San Luis Obispo County Office of Education	San Luis Obispo County Juvenile Court	0	0	0	0	0	0	0	0	0	0	1617
40104054030250	San Luis Obispo	San Luis Obispo County Office of Education	San Luis Obispo County Community	0	0	0	0	0	0	0	0	0	0	1617
40687004030102	San Luis Obispo	Atascadero Unified	West Mall Alternative	0	0	0	0	0	0	3	0	0	3	1617
40687004030151	San Luis Obispo	Atascadero Unified	Paloma Creek High	0	0	0	0	0	0	0	0	0	0	1617
40687004030755	San Luis Obispo	Atascadero Unified	Atascadero High	28	0	5	0	0	0	81	0	0	114	1617
40687590000001	San Luis Obispo	Lucia Mar Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1617
40687590125328	San Luis Obispo	Lucia Mar Unified	Central Coast New Tech High	11	0	0	0	1	1	38	1	0	52	1617
40687594030268	San Luis Obispo	Lucia Mar Unified	Nipomo High	27	0	1	0	0	1	42	0	0	71	1617
40687594030557	San Luis Obispo	Lucia Mar Unified	Arroyo Grande High	50	0	4	0	2	0	171	8	0	235	1617
40687594033205	San Luis Obispo	Lucia Mar Unified	Lopez Continuation High	0	0	0	0	0	0	0	0	0	0	1617
40688094030045	San Luis Obispo	San Luis Coastal Unified	Pacific Beach High	0	0	0	0	0	0	0	0	0	0	1617
40688094034807	San Luis Obispo	San Luis Coastal Unified	Morro Bay High	14	1	3	0	4	0	59	3	0	84	1617
40688094036703	San Luis Obispo	San Luis Coastal Unified	San Luis Obispo High	35	0	13	0	2	3	150	11	0	214	1617
40688334037008	San Luis Obispo	Shandon Joint Unified	Shandon High	1	0	0	0	0	0	0	0	0	1	1617
40688414030128	San Luis Obispo	Templeton Unified	Eagle Canyon High	0	0	0	0	0	0	0	0	0	0	1617
40688414030185	San Luis Obispo	Templeton Unified	Templeton Independent Study High	0	1	0	0	0	0	0	0	0	1	1617
40688414037701	San Luis Obispo	Templeton Unified	Templeton High	23	0	4	0	0	2	79	1	0	109	1617
40754570000001	San Luis Obispo	Paso Robles Joint Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1617
40754570119354	San Luis Obispo	Paso Robles Joint Unified	Independence High	0	0	0	0	0	0	0	0	0	0	1617
40754574035754	San Luis Obispo	Paso Robles Joint Unified	Paso Robles High	76	0	4	0	1	2	83	4	0	170	1617
40754574035762	San Luis Obispo	Paso Robles Joint Unified	Liberty High (Continuation)	0	0	0	0	0	0	0	0	0	0	1617
40754654030144	San Luis Obispo	Coast Unified	Leffingwell High (Continuation)	0	0	0	0	0	0	0	0	0	0	1617
40754654032009	San Luis Obispo	Coast Unified	Coast Union High	8	0	1	1	0	1	13	0	2	26	1617
41104130113266	San Mateo	San Mateo County Office of Education	Camp Glenwood	0	0	0	0	0	0	0	0	0	0	1617
41104130113332	San Mateo	San Mateo County Office of Education	Gateway Center	0	0	0	0	0	0	0	0	0	0	1617
41104130117143	San Mateo	San Mateo County Office of Education	Canyon Oaks Youth Center	0	0	0	0	0	0	0	0	0	0	1617
41104130128652	San Mateo	San Mateo County Office of Education	Margaret J. Kemp	0	0	0	0	0	0	0	0	0	0	1617
41104134130076	San Mateo	San Mateo County Office of Education	Hillcrest at Youth Services Center	0	0	0	0	0	0	0	0	0	0	1617
41688904130027	San Mateo	Cabrillo Unified	Pilarcitos Alternative High (Continuation)	0	0	0	0	0	0	1	0	0	1	1617
41688904132817	San Mateo	Cabrillo Unified	Half Moon Bay High	40	1	4	0	2	1	83	4	0	135	1617
41689160112284	San Mateo	Jefferson Elementary	California Virtual Academy San Mateo	0	0	1	0	0	0	6	1	0	8	1617
41689240127548	San Mateo	Jefferson Union High	Summit Public School: Shasta	30	0	23	1	7	1	15	13	5	95	1617
41689244133393	San Mateo	Jefferson Union High	Jefferson High	27	0	13	2	46	1	2	2	0	93	1617
41689244135075	San Mateo	Jefferson Union High	Oceana High	15	0	11	0	32	0	17	7	0	82	1617
41689244137535	San Mateo	Jefferson Union High	Terra Nova High	13	0	8	1	10	0	35	11	0	78	1617
41689244137592	San Mateo	Jefferson Union High	Thornton High	0	0	0	0	0	0	0	0	0	0	1617
41689244137790	San Mateo	Jefferson Union High	Westmoor High	12	0	79	0	65	1	10	10	0	177	1617
41689404135331	San Mateo	La Honda-Pescadero Unified	Pescadero High	9	0	0	0	0	0	3	0	0	12	1617
41689990134197	San Mateo	Ravenswood City Elementary	Aspire East Palo Alto Charter	23	0	1	0	0	3	0	0	0	27	1617
41690470000001	San Mateo	San Mateo Union High	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1617
41690470128165	San Mateo	San Mateo Union High	Peninsula High	0	0	0	0	0	0	0	0	0	0	1617
41690470129759	San Mateo	San Mateo Union High	Design Tech High	0	0	0	0	0	0	0	0	0	0	1617
41690474130217	San Mateo	San Mateo Union High	Aragon High	41	0	67	3	15	3	70	26	0	225	1617
41690474130472	San Mateo	San Mateo Union High	Burlingame High	33	1	40	0	6	0	129	20	0	229	1617
41690474130738	San Mateo	San Mateo Union High	Capuchino High	48	0	27	9	18	2	33	13	0	150	1617
41690474133070	San Mateo	San Mateo Union High	Hillsdale High	30	0	41	3	11	1	78	15	0	179	1617
41690474134557	San Mateo	San Mateo Union High	Mills High	28	0	112	2	19	0	32	16	0	209	1617
41690474136370	San Mateo	San Mateo Union High	San Mateo High	44	0	68	2	11	1	58	22	0	206	1617
41690620000001	San Mateo	Sequoia Union High	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1617
41690620112722	San Mateo	Sequoia Union High	Summit Preparatory Charter High	66	0	5	0	1	0	19	2	2	95	1617
41690620119503	San Mateo	Sequoia Union High	Everest Public High	48	0	3	2	2	1	18	2	0	76	1617
41690620126722	San Mateo	Sequoia Union High	East Palo Alto Academy	19	0	1	2	0	2	0	0	0	24	1617
41690624130993	San Mateo	Sequoia Union High	Carlmont High	56	0	81	1	18	1	167	38	0	362	1617
41690624133716	San Mateo	Sequoia Union High	Menlo-Atherton High	75	1	23	3	7	3	146	26	0	284	1617
41690624135687	San Mateo	Sequoia Union High	Redwood High	0	0	0	0	0	0	0	0	0	0	1617
41690624136693	San Mateo	Sequoia Union High	Sequoia High	79	0	11	1	3	2	113	19	0	228	1617
41690624138053	San Mateo	Sequoia Union High	Woodside High	92	0	4	1	5	2	115	11	0	230	1617
41690704130324	San Mateo	South San Francisco Unified	Baden High (Continuation)	0	0	0	0	0	0	0	0	0	0	1617
41690704132551	San Mateo	South San Francisco Unified	El Camino High	0	0	0	0	0	0	0	0	0	0	1617
41690704137279	San Mateo	South San Francisco Unified	South San Francisco High	53	0	22	4	40	0	5	15	0	139	1617
42104214230157	Santa Barbara	Santa Barbara County Office of Education	Santa Barbara County Juvenile Court	0	0	0	0	0	0	0	0	0	0	1617
42691120111773	Santa Barbara	Blochman Union Elementary	Family Partnership Home Study Charter	3	0	0	0	0	0	8	1	0	12	1617
42691120124255	Santa Barbara	Blochman Union Elementary	Trivium Charter	0	0	0	0	0	0	2	0	0	2	1617
42691464230181	Santa Barbara	Carpinteria Unified	Foothill Alternative High	0	0	0	0	0	0	0	0	0	0	1617
42691464230587	Santa Barbara	Carpinteria Unified	Carpinteria Senior High	49	0	1	0	0	0	21	1	0	72	1617
42691464230595	Santa Barbara	Carpinteria Unified	Rincon High (Continuation)	0	0	0	0	0	0	0	0	0	0	1617
42692294230454	Santa Barbara	Lompoc Unified	Cabrillo High	41	0	4	1	1	2	73	6	0	128	1617
42692294233029	Santa Barbara	Lompoc Unified	Maple High	0	0	0	0	0	0	0	0	0	0	1617
42692294233060	Santa Barbara	Lompoc Unified	Lompoc High	45	2	2	0	0	7	6	2	0	64	1617
42692600116434	Santa Barbara	Orcutt Union Elementary	Orcutt Academy Charter	4	0	1	0	0	0	13	0	0	18	1617
42693100000001	Santa Barbara	Santa Maria Joint Union High	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1617
42693100102285	Santa Barbara	Santa Maria Joint Union High	Pioneer Valley High	99	0	1	0	18	1	6	3	2	130	1617
42693104231452	Santa Barbara	Santa Maria Joint Union High	Delta High	0	0	0	0	0	0	0	0	0	0	1617
42693104234613	Santa Barbara	Santa Maria Joint Union High	Ernest Righetti High	65	0	5	0	4	1	46	0	1	122	1617
42693104236030	Santa Barbara	Santa Maria Joint Union High	Santa Maria High	103	0	0	0	4	1	0	0	0	108	1617
42693284230074	Santa Barbara	Santa Ynez Valley Union High	Refugio High	0	0	0	0	0	0	0	0	0	0	1617
42693284236345	Santa Barbara	Santa Ynez Valley Union High	Santa Ynez Valley Union High	29	1	1	0	0	0	68	8	0	107	1617
42750100134866	Santa Barbara	Cuyama Joint Unified	California STEAM Santa Barbara	0	0	0	0	0	0	0	0	0	0	1617
42750104231205	Santa Barbara	Cuyama Joint Unified	Cuyama Valley High	2	1	0	0	0	0	0	0	0	3	1617
42767860120402	Santa Barbara	Santa Barbara Unified	Alta Vista Alternative High	3	0	2	1	0	0	17	1	0	24	1617
42767864231726	Santa Barbara	Santa Barbara Unified	Dos Pueblos Senior High	83	2	21	1	4	3	174	1	0	289	1617
42767864232690	Santa Barbara	Santa Barbara Unified	La Cuesta Continuation High	0	0	0	0	0	0	0	0	0	0	1617
42767864235230	Santa Barbara	Santa Barbara Unified	San Marcos Senior High	83	2	25	0	5	5	163	0	0	283	1617
42767864235727	Santa Barbara	Santa Barbara Unified	Santa Barbara Senior High	67	0	5	0	0	3	85	0	0	160	1617
42769500132894	Santa Barbara	SBE - Olive Grove Charter	Olive Grove Charter	0	0	1	0	0	0	5	0	0	6	1617
43104390000001	Santa Clara	Santa Clara County Office of Education	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1617
43104390113431	Santa Clara	Santa Clara County Office of Education	University Preparatory Academy Charter	28	0	25	0	3	9	17	0	0	82	1617
43104390123257	Santa Clara	Santa Clara County Office of Education	Downtown College Prep - Alum Rock	26	0	1	0	0	1	2	0	0	30	1617
43104390123794	Santa Clara	Santa Clara County Office of Education	Summit Public School: Tahoma	32	0	7	0	6	1	1	3	0	50	1617
43104390135087	Santa Clara	Santa Clara County Office of Education	Opportunity Youth Academy	0	0	0	0	0	0	0	0	0	0	1617
43104394330254	Santa Clara	Santa Clara County Office of Education	Santa Clara County Court	0	0	0	0	0	0	0	0	0	0	1617
43104394330320	Santa Clara	Santa Clara County Office of Education	Santa Clara County Community	0	0	0	0	0	0	0	0	0	0	1617
43694014330239	Santa Clara	Campbell Union High	Leigh High	21	1	33	0	6	0	169	28	1	259	1617
43694014330759	Santa Clara	Campbell Union High	Boynton High	6	0	4	1	0	0	20	3	0	34	1617
43694014330866	Santa Clara	Campbell Union High	Branham High	28	1	38	1	3	3	99	13	0	186	1617
43694014331955	Santa Clara	Campbell Union High	Del Mar High	60	0	10	1	7	3	26	6	0	113	1617
43694014336137	Santa Clara	Campbell Union High	Prospect High	38	0	42	1	8	6	52	9	0	156	1617
43694014338505	Santa Clara	Campbell Union High	Westmont High	21	1	49	1	5	1	76	11	0	165	1617
43694270000001	Santa Clara	East Side Union High	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1617
43694270107151	Santa Clara	East Side Union High	Escuela Popular/Center for Training and Careers, F	0	0	0	0	0	0	0	0	0	0	1617
43694270116889	Santa Clara	East Side Union High	KIPP San Jose Collegiate	86	0	18	0	1	0	1	0	0	106	1617
43694270123745	Santa Clara	East Side Union High	Summit Public School: Rainier	56	0	6	0	4	2	11	2	1	82	1617
43694270125427	Santa Clara	East Side Union High	Calero High	12	0	0	0	0	0	3	0	0	15	1617
43694270125617	Santa Clara	East Side Union High	ACE Charter High	46	0	0	0	0	0	0	0	0	46	1617
43694274330015	Santa Clara	East Side Union High	Yerba Buena High	28	0	91	0	16	1	0	0	0	136	1617
43694274330023	Santa Clara	East Side Union High	Santa Teresa High	68	0	83	1	12	5	76	19	0	264	1617
43694274330031	Santa Clara	East Side Union High	Independence High	48	0	172	0	49	6	6	3	0	284	1617
43694274330312	Santa Clara	East Side Union High	Phoenix High	0	0	0	0	0	0	0	0	0	0	1617
43694274330353	Santa Clara	East Side Union High	Pegasus High	0	0	0	0	0	0	0	0	0	0	1617
43694274330361	Santa Clara	East Side Union High	Apollo High	0	0	0	0	0	0	0	0	0	0	1617
43694274330668	Santa Clara	East Side Union High	Latino College Preparatory Academy	56	0	0	0	0	0	1	0	0	57	1617
43694274330676	Santa Clara	East Side Union High	San Jose Conservation Corps Charter	0	0	0	0	0	0	0	0	0	0	1617
43694274330692	Santa Clara	East Side Union High	Evergreen Valley High	45	0	321	2	27	1	19	1	0	416	1617
43694274330726	Santa Clara	East Side Union High	Escuela Popular Accelerated Family Learning	0	0	0	0	0	0	0	0	0	0	1617
43694274332318	Santa Clara	East Side Union High	Foothill High	0	0	0	0	0	0	0	0	0	0	1617
43694274332995	Santa Clara	East Side Union High	Andrew P. Hill High	33	0	74	0	7	3	0	0	0	117	1617
43694274333639	Santa Clara	East Side Union High	James Lick High	38	0	13	0	9	0	3	0	0	63	1617
43694274334900	Santa Clara	East Side Union High	Mt. Pleasant High	67	0	25	1	19	4	4	0	0	120	1617
43694274335204	Santa Clara	East Side Union High	Oak Grove High	37	0	65	0	9	9	8	7	0	135	1617
43694274335428	Santa Clara	East Side Union High	William C. Overfelt High	79	0	10	0	10	0	0	3	0	102	1617
43694274335907	Santa Clara	East Side Union High	Piedmont Hills High	34	0	187	0	34	3	10	12	0	280	1617
43694274337903	Santa Clara	East Side Union High	Silver Creek High	55	0	176	2	32	5	8	0	0	278	1617
43694684331799	Santa Clara	Fremont Union High	Cupertino High	22	0	297	1	9	5	64	19	0	417	1617
43694684332474	Santa Clara	Fremont Union High	Fremont High	59	0	63	3	21	3	60	16	0	225	1617
43694684333316	Santa Clara	Fremont Union High	Homestead High	25	0	199	0	9	2	142	42	0	419	1617
